,tmean,tstart,tstop,size_mean,size_max,num_bursts,burst_width,burst_width_high,phrate_mean
354,3030.0,2940.0,3120.0,134.24,547.9,269,3.41,3.3,222655.1
355,3040.0,2950.0,3130.0,135.63,547.9,268,3.44,3.33,224911.9
356,3050.0,2960.0,3140.0,135.5,547.9,268,3.43,3.28,221103.5
357,3060.0,2970.0,3150.0,138.49,547.9,257,3.46,3.31,225524.3
358,3070.0,2980.0,3160.0,138.4,547.9,242,3.45,3.32,227515.6
359,3080.0,2990.0,3170.0,137.9,547.9,245,3.45,3.26,226947.9
360,3090.0,3000.0,3180.0,137.29,547.9,250,3.44,3.26,222628.6
361,3100.0,3010.0,3190.0,136.98,547.9,241,3.43,3.24,224101.0
362,3110.0,3020.0,3200.0,136.3,547.9,242,3.41,3.25,224395.5
363,3120.0,3030.0,3210.0,138.9,547.9,240,3.45,3.29,223760.6
364,3130.0,3040.0,3220.0,142.49,547.9,228,3.48,3.33,225484.1
365,3140.0,3050.0,3230.0,142.11,547.9,227,3.5,3.3,221614.7
366,3150.0,3060.0,3240.0,140.61,547.9,232,3.48,3.29,219443.8
367,3160.0,3070.0,3250.0,138.34,547.9,249,3.45,3.24,218073.2
368,3170.0,3080.0,3260.0,136.34,544.9,256,3.43,3.18,218882.5
369,3180.0,3090.0,3270.0,137.31,544.9,250,3.43,3.17,220993.9
370,3190.0,3100.0,3280.0,136.81,544.9,242,3.44,3.13,220713.7
371,3200.0,3110.0,3290.0,137.54,544.9,237,3.44,3.16,221508.6
372,3210.0,3120.0,3300.0,137.64,544.9,225,3.48,3.22,217677.3
373,3220.0,3130.0,3310.0,133.31,544.9,217,3.42,3.18,213013.2
374,3230.0,3140.0,3320.0,130.91,544.9,224,3.36,3.11,214339.1
375,3240.0,3150.0,3330.0,130.94,544.9,229,3.33,3.12,219957.4
376,3250.0,3160.0,3340.0,129.09,429.4,234,3.3,3.07,217229.3
377,3260.0,3170.0,3350.0,127.0,429.4,227,3.28,3.05,213994.3
378,3270.0,3180.0,3360.0,127.58,429.4,220,3.3,3.11,215285.3
379,3280.0,3190.0,3370.0,126.03,429.4,229,3.31,3.13,211235.9
380,3290.0,3200.0,3380.0,123.72,429.4,218,3.27,3.05,209269.7
381,3300.0,3210.0,3390.0,123.34,429.4,220,3.26,3.07,209626.0
382,3310.0,3220.0,3400.0,124.5,429.4,229,3.31,3.03,212121.8
383,3320.0,3230.0,3410.0,123.91,429.4,227,3.3,3.08,213711.2
384,3330.0,3240.0,3420.0,125.62,429.4,229,3.28,3.07,217017.5
385,3340.0,3250.0,3430.0,126.31,429.4,215,3.26,3.07,216855.8
386,3350.0,3260.0,3440.0,127.01,429.4,214,3.28,3.05,220735.0
387,3360.0,3270.0,3450.0,126.0,429.4,217,3.29,3.1,217598.4
388,3370.0,3280.0,3460.0,126.53,429.4,216,3.25,3.07,219261.9
389,3380.0,3290.0,3470.0,124.95,429.4,224,3.22,3.02,220386.9
390,3390.0,3300.0,3480.0,124.05,383.7,216,3.22,3.02,221358.2
391,3400.0,3310.0,3490.0,126.0,383.7,219,3.21,3.02,227218.2
392,3410.0,3320.0,3500.0,128.17,581.6,215,3.26,3.05,225033.2
393,3420.0,3330.0,3510.0,131.83,702.9,213,3.27,2.97,235035.8
394,3430.0,3340.0,3520.0,131.61,702.9,213,3.25,2.96,237031.4
395,3440.0,3350.0,3530.0,131.79,702.9,211,3.27,3.01,235668.1
396,3450.0,3360.0,3540.0,132.12,702.9,204,3.24,2.97,237628.4
397,3460.0,3370.0,3550.0,136.42,702.9,198,3.28,2.97,242734.3
398,3470.0,3380.0,3560.0,139.41,702.9,196,3.32,3.0,242898.7
399,3480.0,3390.0,3570.0,139.22,702.9,190,3.33,2.97,242144.0
400,3490.0,3400.0,3580.0,136.03,702.9,191,3.25,3.02,239886.4
401,3500.0,3410.0,3590.0,135.94,702.9,201,3.26,2.95,239574.9
